SessionFile,PlayerID,Person,Label,CheatType,SessionDurationSeconds,AimAngularSpeedMean,AimAngularSpeedStdDev,AimAngularErrorMean,AimAngularErrorStdDev,AimErrorSampleCount,AimFlipRatio,MovementSpeedMean,MovementSpeedMax,DirectionChangesPerSecond,SpeedViolationRatio,MovementPathEntropy,ReactionTimeMean,ReactionTimeStdDev,ShotIntervalMean,ShotIntervalStdDev,ShotsPerSecond,HitRate,HeadshotRate,KillsPerMinute,KillDeathRatio,TotalShots,TotalHits,TotalKills,TotalDeaths
session_2026-08-15_19-04-09.csv,Phileas-PC-167800BF4,Phileas,0,,129.8027,72.8684,96.8053,15.6356,13.3152,308,0.0,519.8441,600.0,0.6009,0.0,2.9831,0.253,0.7233,0.1988,0.5194,3.7056,0.0894,0.0,2.7734,1.5,481,43,6,4
session_2026-08-15_19-04-09.csv,RF-MS1-1-EF024FED46C,Nikolay,0,,139.9944,38.7742,83.02,6.9831,8.9129,216,0.0,247.0251,600.0,0.7,0.0,2.9451,0.1116,0.5091,0.2143,0.9395,2.8358,0.1889,0.0,2.5715,3.0,397,75,6,2
session_2026-08-15_19-04-09.csv,Stacjonarny-CA89EB15,Mateusz,0,,119.6725,41.4351,81.7996,11.6675,13.1828,202,0.0,305.4763,600.0,0.6936,0.0,2.8502,0.2944,0.9241,0.181,0.6309,2.9831,0.1092,0.0,1.5041,0.5,357,39,3,6
session_2026-08-15_19-04-09.csv,MBurgerPC-C08954A945,Maxi,0,,124.6529,30.9656,70.0637,9.6106,9.9066,164,0.0,291.8854,600.0,0.4412,0.0,2.8282,0.081,0.0982,0.2241,0.4374,2.0216,0.131,0.0,0.9627,0.4,252,33,2,5
session_2026-08-15_19-06-59.csv,Phileas-PC-167800BF4,Phileas,0,,104.5897,46.2722,98.2136,10.0993,10.9452,112,0.0,364.579,600.0,0.3729,0.0,2.9164,0.0812,0.09,0.1798,0.3519,1.6923,0.2034,0.0,1.1473,0.2222,177,36,2,9
session_2026-08-15_19-06-59.csv,RF-MS1-1-EF024FED46C,Nikolay,1,godmode+aimbot,150.0165,65.2326,203.6241,7.7111,9.98,602,0.0247,396.3189,600.0,0.8799,0.0,2.9748,0.0473,0.0626,0.155,0.5389,6.3126,0.1816,0.0,7.1992,18.0,947,172,18,0
session_2026-08-15_19-06-59.csv,Stacjonarny-CA89EB15,Mateusz,0,,104.3511,45.1796,88.946,13.0805,13.6273,105,0.0,346.3925,600.0,0.4025,0.0,2.9027,0.3051,0.6101,0.2681,0.5877,1.332,0.1295,0.0,0.575,0.1,139,18,1,10
session_2026-08-15_19-06-59.csv,MBurgerPC-C08954A945,Maxi,0,,118.619,33.4485,75.0486,12.3904,11.4539,243,0.0,316.7043,600.0,0.3204,0.0,2.9289,0.0868,0.0722,0.1565,0.2981,2.4785,0.1156,0.0,1.5175,0.4286,294,34,3,7
session_2026-08-15_19-09-49.csv,Phileas-PC-167800BF4,Phileas,0,,123.6692,64.6711,95.5512,5.6883,6.6707,227,0.0,461.5536,600.0,0.4205,0.0,2.9761,0.2964,0.8655,0.2406,0.8482,2.4824,0.228,0.0,4.3665,1.5,307,70,9,6
session_2026-08-15_19-09-49.csv,RF-MS1-1-EF024FED46C,Nikolay,0,,123.47,62.2916,92.5636,10.9563,11.8675,344,0.0008,423.7733,600.0,0.6155,0.0,2.9819,0.1381,0.5745,0.1672,0.4944,3.7742,0.1931,0.0,3.8876,2.0,466,90,8,4
session_2026-08-15_19-09-49.csv,Stacjonarny-CA89EB15,Mateusz,0,,119.6562,37.6953,66.6891,8.8627,8.8507,156,0.0,313.0088,600.0,0.4095,0.0,2.8675,0.1798,0.7165,0.186,0.7186,2.3651,0.1237,0.0,1.0029,0.3333,283,35,2,6
session_2026-08-15_19-09-49.csv,MBurgerPC-C08954A945,Maxi,0,,108.6642,32.8887,62.4636,9.3825,11.2858,128,0.0,338.0618,600.0,0.4325,0.0,2.9566,0.2447,0.6985,0.2915,0.5268,1.8405,0.16,0.0,1.1043,0.4,200,32,2,5
session_2026-08-15_19-13-05.csv,MBurgerPC-C08954A945,Maxi,1,aimbot+wallhack+triggerbot+godmode,144.9279,39.7984,147.4284,7.5838,12.1899,550,0.0117,243.4893,600.0,0.3864,0.0,2.9523,0.0509,0.0907,0.2078,0.7235,4.2435,0.2358,0.0,4.554,11.0,615,145,11,1
session_2026-08-15_19-13-05.csv,RF-MS1-1-EF024FED46C,Nikolay,0,,94.7566,52.6244,89.3913,19.3527,11.0618,47,0.0,324.4134,600.0,0.2111,0.0,2.9047,0.1471,0.0401,0.5603,2.9484,0.9709,0.0978,0.0,0.6332,0.0909,92,9,1,11
session_2026-08-15_19-13-05.csv,Stacjonarny-CA89EB15,Mateusz,0,,149.1408,34.1761,125.8006,6.8206,9.5912,594,0.0074,175.7983,600.0,0.3487,0.0,2.9798,0.0538,0.0743,0.1619,0.4741,5.5585,0.1665,0.0,4.4253,11.0,829,138,11,0
session_2026-08-15_19-13-05.csv,Phileas-PC-167800BF4,Phileas,0,,59.9617,80.1175,131.0729,4.4127,7.3998,68,0.0033,496.963,600.0,0.2668,0.0,2.9415,0.1148,0.2737,0.1034,0.0099,1.1507,0.2609,0.0,0.0,0.0,69,18,0,10
session_2026-08-15_19-15-55.csv,Phileas-PC-167800BF4,Phileas,0,,109.5815,51.1448,104.5814,8.2477,8.7717,109,0.0,300.8955,600.0,0.511,0.0,2.9274,0.0629,0.1031,0.262,0.9747,1.2502,0.1971,0.0,1.0951,0.6667,137,27,2,3
session_2026-08-15_19-15-55.csv,MBurgerPC-C08954A945,Maxi,0,,130.2694,33.015,68.7507,9.6239,10.7446,192,0.0,271.914,600.0,0.3531,0.0,2.9623,0.3716,0.9583,0.1747,0.3034,2.2722,0.1149,0.0,1.8423,1.3333,296,34,4,3
session_2026-08-15_19-15-55.csv,RF-MS1-1-EF024FED46C,Nikolay,0,,134.851,58.8972,95.8314,12.4119,10.7266,387,0.0,304.1742,600.0,1.2384,0.0,2.9601,0.1274,0.4766,0.2154,0.8932,3.8858,0.1698,0.0,1.7797,1.3333,524,89,4,3
session_2026-08-15_19-21-11.csv,Phileas-PC-167800BF4,Phileas,1,wallhack,117.5805,57.441,124.226,6.4371,8.7941,127,0.0017,332.6337,600.0,0.6209,0.0,2.9969,0.1499,0.4283,0.2497,0.7508,1.4373,0.2071,0.0,1.5309,0.4286,169,35,3,7
session_2026-08-15_19-21-11.csv,RF-MS1-1-EF024FED46C,Nikolay,0,,124.7654,77.6474,116.3207,10.8146,10.971,264,0.0,450.5491,600.0,1.4748,0.0,2.9805,0.176,0.5572,0.2968,2.2009,2.7572,0.218,0.0,2.4045,1.0,344,75,5,5
session_2026-08-15_19-21-11.csv,MBurgerPC-C08954A945,Maxi,0,,119.8133,39.0507,72.1612,10.393,11.1498,131,0.0,322.6375,600.0,0.5258,0.0,2.9662,0.2159,0.4055,0.3786,1.1687,1.4356,0.2442,0.0,2.0031,0.6667,172,42,4,6
session_2026-08-15_19-21-11.csv,Stacjonarny-CA89EB15,Mateusz,0,,141.1774,35.0954,72.1232,11.187,12.1693,338,0.0,238.1988,600.0,0.4958,0.0,2.8247,0.2055,0.6262,0.1956,0.7589,3.3362,0.1529,0.0,2.55,6.0,471,72,6,1
session_2026-08-15_19-24-01.csv,Phileas-PC-167800BF4,Phileas,0,,114.739,64.5767,107.8004,8.5245,8.5251,180,0.0009,400.4287,600.0,0.3922,0.0,2.8894,0.2004,0.5624,0.2393,0.5422,2.0307,0.2661,0.0,3.1376,0.8571,233,62,6,7
session_2026-08-15_19-24-01.csv,RF-MS1-1-EF024FED46C,Nikolay,0,,124.7906,73.4491,115.3665,11.9788,11.6404,325,0.0008,432.0812,600.0,1.4424,0.0,2.9677,0.2221,0.6306,0.1786,0.5186,4.167,0.1596,0.0,2.8848,1.2,520,83,6,5
session_2026-08-15_19-24-01.csv,MBurgerPC-C08954A945,Maxi,0,,109.6257,50.1402,83.5675,7.5321,9.4267,298,0.0,397.3159,600.0,0.447,0.0,2.9796,0.1089,0.3903,0.1426,0.3791,3.5484,0.1851,0.0,3.2839,0.75,389,72,6,8
session_2026-08-15_19-24-01.csv,Stacjonarny-CA89EB15,Mateusz,0,,133.6532,45.3855,87.9655,10.0547,11.9685,282,0.0,350.7785,600.0,0.8978,0.0,2.8127,0.1939,0.6209,0.2312,1.3062,3.554,0.1221,0.0,2.2446,1.25,475,58,5,4
session_2026-08-15_19-26-51.csv,Phileas-PC-167800BF4,Phileas,0,,114.6186,48.4091,95.3121,8.4994,9.3704,61,0.0,321.5061,600.0,0.3054,0.0,2.9727,0.4098,0.7965,0.2716,0.5158,0.6631,0.2368,0.0,0.0,0.0,76,18,0,7
session_2026-08-15_19-26-51.csv,RF-MS1-1-EF024FED46C,Nikolay,1,godmode,149.9475,43.4227,75.2219,10.5206,10.7609,291,0.0,330.9976,600.0,0.8003,0.0,2.9908,0.1216,0.5285,0.2408,0.8522,3.928,0.1426,0.0,1.6006,4.0,589,84,4,0
session_2026-08-15_19-26-51.csv,MBurgerPC-C08954A945,Maxi,0,,129.826,15.4471,55.2681,4.8878,5.4274,43,0.0,153.8051,600.0,0.1463,0.0,2.9063,0.4291,0.8717,0.1136,0.0627,0.4005,0.1538,0.0,0.0,0.0,52,8,0,4
session_2026-08-15_19-26-51.csv,Stacjonarny-CA89EB15,Mateusz,1,godmode,149.9475,25.4123,50.4883,10.5223,9.3739,607,0.0,204.5873,600.0,0.827,0.0,2.9047,0.0951,0.2361,0.1592,0.3977,6.0488,0.1025,0.0,2.801,7.0,907,93,7,0
