SessionFile,PlayerID,Person,Label,CheatType,RuleCalibrated_Frac,RuleCalibrated_Label
session_2026-08-15_19-15-55.csv,RF-MS1-1-EF024FED46C,Nikolay,0,,0.0,0
session_2026-08-15_19-21-11.csv,Phileas-PC-167800BF4,Phileas,1,wallhack,0.2,0
session_2026-08-15_19-21-11.csv,RF-MS1-1-EF024FED46C,Nikolay,0,,0.0,0
session_2026-08-15_19-21-11.csv,MBurgerPC-C08954A945,Maxi,0,,0.0,0
session_2026-08-15_19-21-11.csv,Stacjonarny-CA89EB15,Mateusz,0,,0.0,0
session_2026-08-15_19-24-01.csv,Phileas-PC-167800BF4,Phileas,0,,0.2,0
session_2026-08-15_19-24-01.csv,RF-MS1-1-EF024FED46C,Nikolay,0,,0.0,0
session_2026-08-15_19-24-01.csv,MBurgerPC-C08954A945,Maxi,0,,0.0,0
session_2026-08-15_19-24-01.csv,Stacjonarny-CA89EB15,Mateusz,0,,0.0,0
session_2026-08-15_19-26-51.csv,Phileas-PC-167800BF4,Phileas,0,,0.0,0
session_2026-08-15_19-26-51.csv,RF-MS1-1-EF024FED46C,Nikolay,1,godmode,0.0,0
session_2026-08-15_19-26-51.csv,MBurgerPC-C08954A945,Maxi,0,,0.2,0
session_2026-08-15_19-26-51.csv,Stacjonarny-CA89EB15,Mateusz,1,godmode,0.0,0
